Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Чувашская Республика,23.52.10.130,ПФО,3,2022,
Архангельская область,23.52.10.130,СЗФО,3,2022,
Вологодская область,23.52.10.130,СЗФО,3,2022,48.1
Калининградская область,23.52.10.130,СЗФО,3,2022,0.0
Ленинградская область,23.52.10.130,СЗФО,3,2022,4.0
Мурманская область,23.52.10.130,СЗФО,3,2022,0.0
Новгородская область,23.52.10.130,СЗФО,3,2022,0.0
Псковская область,23.52.10.130,СЗФО,3,2022,0.0
Республика Карелия,23.52.10.130,СЗФО,3,2022,0.0
Республика Коми,23.52.10.130,СЗФО,3,2022,
Санкт-Петербург,23.52.10.130,СЗФО,3,2022,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,3,2022,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,3,2022,
Республика Дагестан,23.52.10.130,СКФО,3,2022,0.0
Республика Ингушетия,23.52.10.130,СКФО,3,2022,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,3,2022,0.0
Ставропольский край,23.52.10.130,СКФО,3,2022,0.0
Чеченская Республика,23.52.10.130,СКФО,3,2022,0.0
Алтайский край,23.52.10.130,СФО,3,2022,
Забайкальский край,23.52.10.130,ДВФО,3,2022,0.0
Иркутская область,23.52.10.130,СФО,3,2022,0.0
Кемеровская область,23.52.10.130,СФО,3,2022,
Красноярский край,23.52.10.130,СФО,3,2022,
Новосибирская область,23.52.10.130,СФО,3,2022,0.0
Омская область,23.52.10.130,СФО,3,2022,0.0
Республика Алтай,23.52.10.130,СФО,3,2022,0.0
Республика Бурятия,23.52.10.130,ДВФО,3,2022,0.0
Республика Тыва,23.52.10.130,СФО,3,2022,0.0
Республика Хакасия,23.52.10.130,СФО,3,2022,0.0
Томская область,23.52.10.130,СФО,3,2022,0.0
Курганская область,23.52.10.130,УФО,3,2022,0.0
Свердловская область,23.52.10.130,УФО,3,2022,2.2
Тюменская область,23.52.10.130,УФО,3,2022,
Челябинская область,23.52.10.130,УФО,3,2022,126.6
Белгородская область,23.52.10.130,ЦФО,3,2022,
Брянская область,23.52.10.130,ЦФО,3,2022,
Владимирская область,23.52.10.130,ЦФО,3,2022,
Воронежская область,23.52.10.130,ЦФО,3,2022,0.0
Ивановская область,23.52.10.130,ЦФО,3,2022,
Калужская область,23.52.10.130,ЦФО,3,2022,
Костромская область,23.52.10.130,ЦФО,3,2022,0.0
Курская область,23.52.10.130,ЦФО,3,2022,
Липецкая область,23.52.10.130,ЦФО,3,2022,
Москва,23.52.10.130,ЦФО,3,2022,0.0
Московская область,23.52.10.130,ЦФО,3,2022,0.0
Орловская область,23.52.10.130,ЦФО,3,2022,
Рязанская область,23.52.10.130,ЦФО,3,2022,
Смоленская область,23.52.10.130,ЦФО,3,2022,0.0
Тамбовская область,23.52.10.130,ЦФО,3,2022,0.0
Тверская область,23.52.10.130,ЦФО,3,2022,
Тульская область,23.52.10.130,ЦФО,3,2022,
Ярославская область,23.52.10.130,ЦФО,3,2022,0.0
Астраханская область,23.52.10.130,ЮФО,3,2022,0.0
Волгоградская область,23.52.10.130,ЮФО,3,2022,
Краснодарский край,23.52.10.130,ЮФО,3,2022,
Республика Адыгея,23.52.10.130,ЮФО,3,2022,0.0
Республика Калмыкия,23.52.10.130,ЮФО,3,2022,0.0
Республика Крым,23.52.10.130,ЮФО,3,2022,0.0
Ростовская область,23.52.10.130,ЮФО,3,2022,
Севастополь,23.52.10.130,ЮФО,3,2022,0.0
Амурская область,23.52.10.110,ДВФО,4,2022,0.0
Еврейская автономная область,23.52.10.110,ДВФО,4,2022,
Камчатский край,23.52.10.110,ДВФО,4,2022,0.0
Магаданская область,23.52.10.110,ДВФО,4,2022,0.0
Приморский край,23.52.10.110,ДВФО,4,2022,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,4,2022,0.0
Сахалинская область,23.52.10.110,ДВФО,4,2022,
Хабаровский край,23.52.10.110,ДВФО,4,2022,1.9
Кировская область,23.52.10.110,ПФО,4,2022,
Нижегородская область,23.52.10.110,ПФО,4,2022,4.077
Оренбургская область,23.52.10.110,ПФО,4,2022,22.086
Пензенская область,23.52.10.110,ПФО,4,2022,
Пермский край,23.52.10.110,ПФО,4,2022,6.45
Республика Башкортостан,23.52.10.110,ПФО,4,2022,147.979
Республика Марий Эл,23.52.10.110,ПФО,4,2022,2.6
Республика Мордовия,23.52.10.110,ПФО,4,2022,1.2
Республика Татарстан,23.52.10.110,ПФО,4,2022,1.06
Самарская область,23.52.10.110,ПФО,4,2022,3.0
Саратовская область,23.52.10.110,ПФО,4,2022,10.118
Удмуртская Республика,23.52.10.110,ПФО,4,2022,1.863
Ульяновская область,23.52.10.110,ПФО,4,2022,6.6
Чувашская Республика,23.52.10.110,ПФО,4,2022,
Архангельская область,23.52.10.110,СЗФО,4,2022,12.0
Вологодская область,23.52.10.110,СЗФО,4,2022,0.0
Калининградская область,23.52.10.110,СЗФО,4,2022,0.0
Ленинградская область,23.52.10.110,СЗФО,4,2022,
Мурманская область,23.52.10.110,СЗФО,4,2022,0.0
Новгородская область,23.52.10.110,СЗФО,4,2022,8.564
Псковская область,23.52.10.110,СЗФО,4,2022,
Республика Карелия,23.52.10.110,СЗФО,4,2022,0.0
Республика Коми,23.52.10.110,СЗФО,4,2022,5.2
Санкт-Петербург,23.52.10.110,СЗФО,4,2022,5.369
Кабардино-Балкарская Республика,23.52.10.110,СКФО,4,2022,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,4,2022,8.9
Республика Дагестан,23.52.10.110,СКФО,4,2022,0.32
Республика Ингушетия,23.52.10.110,СКФО,4,2022,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,4,2022,
Ставропольский край,23.52.10.110,СКФО,4,2022,0.0
Чеченская Республика,23.52.10.110,СКФО,4,2022,1.282
Алтайский край,23.52.10.110,СФО,4,2022,0.3
Забайкальский край,23.52.10.110,ДВФО,4,2022,
Иркутская область,23.52.10.110,СФО,4,2022,0.1
Кемеровская область,23.52.10.110,СФО,4,2022,40.0
Красноярский край,23.52.10.110,СФО,4,2022,13.7
Новосибирская область,23.52.10.110,СФО,4,2022,19.0
Омская область,23.52.10.110,СФО,4,2022,0.0
Республика Алтай,23.52.10.110,СФО,4,2022,
Республика Бурятия,23.52.10.110,ДВФО,4,2022,0.011
Республика Тыва,23.52.10.110,СФО,4,2022,
Республика Хакасия,23.52.10.110,СФО,4,2022,0.0
Томская область,23.52.10.110,СФО,4,2022,0.0
Курганская область,23.52.10.110,УФО,4,2022,0.0
Свердловская область,23.52.10.110,УФО,4,2022,34.328
Тюменская область,23.52.10.110,УФО,4,2022,
Челябинская область,23.52.10.110,УФО,4,2022,31.4
Белгородская область,23.52.10.110,ЦФО,4,2022,33.981
Брянская область,23.52.10.110,ЦФО,4,2022,28.7
Владимирская область,23.52.10.110,ЦФО,4,2022,4.3
Воронежская область,23.52.10.110,ЦФО,4,2022,35.5
Ивановская область,23.52.10.110,ЦФО,4,2022,1.1
Калужская область,23.52.10.110,ЦФО,4,2022,12.0
Костромская область,23.52.10.110,ЦФО,4,2022,16.6
Курская область,23.52.10.110,ЦФО,4,2022,
Липецкая область,23.52.10.110,ЦФО,4,2022,134.1
Москва,23.52.10.110,ЦФО,4,2022,0.0
Московская область,23.52.10.110,ЦФО,4,2022,
Орловская область,23.52.10.110,ЦФО,4,2022,
Рязанская область,23.52.10.110,ЦФО,4,2022,
Смоленская область,23.52.10.110,ЦФО,4,2022,0.0
Тамбовская область,23.52.10.110,ЦФО,4,2022,
Тверская область,23.52.10.110,ЦФО,4,2022,0.5
Тульская область,23.52.10.110,ЦФО,4,2022,13.0
Ярославская область,23.52.10.110,ЦФО,4,2022,0.0
Астраханская область,23.52.10.110,ЮФО,4,2022,0.0
Волгоградская область,23.52.10.110,ЮФО,4,2022,3.6
Краснодарский край,23.52.10.110,ЮФО,4,2022,8.646
Республика Адыгея,23.52.10.110,ЮФО,4,2022,
Республика Калмыкия,23.52.10.110,ЮФО,4,2022,0.0
Республика Крым,23.52.10.110,ЮФО,4,2022,41.9
Ростовская область,23.52.10.110,ЮФО,4,2022,22.723
Севастополь,23.52.10.110,ЮФО,4,2022,0.0
Амурская область,23.52.10.120,ДВФО,4,2022,
Еврейская автономная область,23.52.10.120,ДВФО,4,2022,0.0
Камчатский край,23.52.10.120,ДВФО,4,2022,0.0
Магаданская область,23.52.10.120,ДВФО,4,2022,0.0
Приморский край,23.52.10.120,ДВФО,4,2022,
Республика Саха (Якутия),23.52.10.120,ДВФО,4,2022,0.0
Сахалинская область,23.52.10.120,ДВФО,4,2022,0.0
Хабаровский край,23.52.10.120,ДВФО,4,2022,0.0
Кировская область,23.52.10.120,ПФО,4,2022,0.0
Нижегородская область,23.52.10.120,ПФО,4,2022,0.592
Оренбургская область,23.52.10.120,ПФО,4,2022,0.0
Пензенская область,23.52.10.120,ПФО,4,2022,0.0
Пермский край,23.52.10.120,ПФО,4,2022,0.01
Республика Башкортостан,23.52.10.120,ПФО,4,2022,
Республика Марий Эл,23.52.10.120,ПФО,4,2022,0.0
Республика Мордовия,23.52.10.120,ПФО,4,2022,0.0
Республика Татарстан,23.52.10.120,ПФО,4,2022,0.0
Самарская область,23.52.10.120,ПФО,4,2022,0.0
Саратовская область,23.52.10.120,ПФО,4,2022,0.8
Удмуртская Республика,23.52.10.120,ПФО,4,2022,0.0
Ульяновская область,23.52.10.120,ПФО,4,2022,0.0
Чувашская Республика,23.52.10.120,ПФО,4,2022,1.1
Архангельская область,23.52.10.120,СЗФО,4,2022,0.0
Вологодская область,23.52.10.120,СЗФО,4,2022,
Калининградская область,23.52.10.120,СЗФО,4,2022,0.0
Ленинградская область,23.52.10.120,СЗФО,4,2022,0.0
Мурманская область,23.52.10.120,СЗФО,4,2022,0.0
Новгородская область,23.52.10.120,СЗФО,4,2022,1.455
Псковская область,23.52.10.120,СЗФО,4,2022,0.0
Республика Карелия,23.52.10.120,СЗФО,4,2022,0.0
Республика Коми,23.52.10.120,СЗФО,4,2022,0.0
Санкт-Петербург,23.52.10.120,СЗФО,4,2022,0.125
Кабардино-Балкарская Республика,23.52.10.120,СКФО,4,2022,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,4,2022,
