Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Санкт-Петербург,23.52.10.120,СЗФО,2,2021,
Кабардино-Балкарская Республика,23.52.10.120,СКФО,2,2021,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,2,2021,
Республика Дагестан,23.52.10.120,СКФО,2,2021,1.01
Республика Ингушетия,23.52.10.120,СКФО,2,2021,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,2,2021,0.0
Ставропольский край,23.52.10.120,СКФО,2,2021,0.0
Чеченская Республика,23.52.10.120,СКФО,2,2021,
Алтайский край,23.52.10.120,СФО,2,2021,
Забайкальский край,23.52.10.120,ДВФО,2,2021,0.0
Иркутская область,23.52.10.120,СФО,2,2021,
Кемеровская область,23.52.10.120,СФО,2,2021,
Красноярский край,23.52.10.120,СФО,2,2021,0.1
Новосибирская область,23.52.10.120,СФО,2,2021,2.3
Омская область,23.52.10.120,СФО,2,2021,0.0
Республика Алтай,23.52.10.120,СФО,2,2021,0.0
Республика Бурятия,23.52.10.120,ДВФО,2,2021,
Республика Тыва,23.52.10.120,СФО,2,2021,0.0
Республика Хакасия,23.52.10.120,СФО,2,2021,0.0
Томская область,23.52.10.120,СФО,2,2021,0.0
Курганская область,23.52.10.120,УФО,2,2021,
Свердловская область,23.52.10.120,УФО,2,2021,1.46
Тюменская область,23.52.10.120,УФО,2,2021,0.0
Челябинская область,23.52.10.120,УФО,2,2021,1.7
Белгородская область,23.52.10.120,ЦФО,2,2021,1.966
Брянская область,23.52.10.120,ЦФО,2,2021,0.0
Владимирская область,23.52.10.120,ЦФО,2,2021,1.9
Воронежская область,23.52.10.120,ЦФО,2,2021,3.1
Ивановская область,23.52.10.120,ЦФО,2,2021,0.0
Калужская область,23.52.10.120,ЦФО,2,2021,1.5
Костромская область,23.52.10.120,ЦФО,2,2021,0.0
Курская область,23.52.10.120,ЦФО,2,2021,0.0
Липецкая область,23.52.10.120,ЦФО,2,2021,0.1
Москва,23.52.10.120,ЦФО,2,2021,0.0
Московская область,23.52.10.120,ЦФО,2,2021,0.0
Орловская область,23.52.10.120,ЦФО,2,2021,
Рязанская область,23.52.10.120,ЦФО,2,2021,0.0
Смоленская область,23.52.10.120,ЦФО,2,2021,0.0
Тамбовская область,23.52.10.120,ЦФО,2,2021,0.0
Тверская область,23.52.10.120,ЦФО,2,2021,
Тульская область,23.52.10.120,ЦФО,2,2021,0.0
Ярославская область,23.52.10.120,ЦФО,2,2021,0.0
Астраханская область,23.52.10.120,ЮФО,2,2021,0.0
Волгоградская область,23.52.10.120,ЮФО,2,2021,0.0
Краснодарский край,23.52.10.120,ЮФО,2,2021,
Республика Адыгея,23.52.10.120,ЮФО,2,2021,0.0
Республика Калмыкия,23.52.10.120,ЮФО,2,2021,0.0
Республика Крым,23.52.10.120,ЮФО,2,2021,
Ростовская область,23.52.10.120,ЮФО,2,2021,0.025
Севастополь,23.52.10.120,ЮФО,2,2021,0.0
Амурская область,23.52.10.130,ДВФО,2,2021,0.0
Еврейская автономная область,23.52.10.130,ДВФО,2,2021,0.0
Камчатский край,23.52.10.130,ДВФО,2,2021,0.0
Магаданская область,23.52.10.130,ДВФО,2,2021,0.0
Приморский край,23.52.10.130,ДВФО,2,2021,
Республика Саха (Якутия),23.52.10.130,ДВФО,2,2021,0.0
Сахалинская область,23.52.10.130,ДВФО,2,2021,0.0
Хабаровский край,23.52.10.130,ДВФО,2,2021,3.1
Кировская область,23.52.10.130,ПФО,2,2021,0.0
Нижегородская область,23.52.10.130,ПФО,2,2021,1.5
Оренбургская область,23.52.10.130,ПФО,2,2021,
Пензенская область,23.52.10.130,ПФО,2,2021,
Пермский край,23.52.10.130,ПФО,2,2021,40.4
Республика Башкортостан,23.52.10.130,ПФО,2,2021,
Республика Марий Эл,23.52.10.130,ПФО,2,2021,
Республика Мордовия,23.52.10.130,ПФО,2,2021,
Республика Татарстан,23.52.10.130,ПФО,2,2021,1.972
Самарская область,23.52.10.130,ПФО,2,2021,
Саратовская область,23.52.10.130,ПФО,2,2021,0.0
Удмуртская Республика,23.52.10.130,ПФО,2,2021,1.28
Ульяновская область,23.52.10.130,ПФО,2,2021,4.4
Чувашская Республика,23.52.10.130,ПФО,2,2021,
Архангельская область,23.52.10.130,СЗФО,2,2021,
Вологодская область,23.52.10.130,СЗФО,2,2021,42.5
Калининградская область,23.52.10.130,СЗФО,2,2021,0.0
Ленинградская область,23.52.10.130,СЗФО,2,2021,3.0
Мурманская область,23.52.10.130,СЗФО,2,2021,0.0
Новгородская область,23.52.10.130,СЗФО,2,2021,0.0
Псковская область,23.52.10.130,СЗФО,2,2021,0.0
Республика Карелия,23.52.10.130,СЗФО,2,2021,0.0
Республика Коми,23.52.10.130,СЗФО,2,2021,
Санкт-Петербург,23.52.10.130,СЗФО,2,2021,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,2,2021,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,2,2021,
Республика Дагестан,23.52.10.130,СКФО,2,2021,0.0
Республика Ингушетия,23.52.10.130,СКФО,2,2021,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,2,2021,0.0
Ставропольский край,23.52.10.130,СКФО,2,2021,0.0
Чеченская Республика,23.52.10.130,СКФО,2,2021,0.0
Алтайский край,23.52.10.130,СФО,2,2021,
Забайкальский край,23.52.10.130,ДВФО,2,2021,0.0
Иркутская область,23.52.10.130,СФО,2,2021,0.0
Кемеровская область,23.52.10.130,СФО,2,2021,
Красноярский край,23.52.10.130,СФО,2,2021,
Новосибирская область,23.52.10.130,СФО,2,2021,0.0
Омская область,23.52.10.130,СФО,2,2021,0.0
Республика Алтай,23.52.10.130,СФО,2,2021,0.0
Республика Бурятия,23.52.10.130,ДВФО,2,2021,0.0
Республика Тыва,23.52.10.130,СФО,2,2021,0.0
Республика Хакасия,23.52.10.130,СФО,2,2021,0.0
Томская область,23.52.10.130,СФО,2,2021,0.0
Курганская область,23.52.10.130,УФО,2,2021,0.0
Свердловская область,23.52.10.130,УФО,2,2021,1.9
Тюменская область,23.52.10.130,УФО,2,2021,
Челябинская область,23.52.10.130,УФО,2,2021,104.2
Белгородская область,23.52.10.130,ЦФО,2,2021,
Брянская область,23.52.10.130,ЦФО,2,2021,
Владимирская область,23.52.10.130,ЦФО,2,2021,
Воронежская область,23.52.10.130,ЦФО,2,2021,0.0
Ивановская область,23.52.10.130,ЦФО,2,2021,
Калужская область,23.52.10.130,ЦФО,2,2021,
Костромская область,23.52.10.130,ЦФО,2,2021,0.0
Курская область,23.52.10.130,ЦФО,2,2021,
Липецкая область,23.52.10.130,ЦФО,2,2021,
Москва,23.52.10.130,ЦФО,2,2021,0.0
Московская область,23.52.10.130,ЦФО,2,2021,0.0
Орловская область,23.52.10.130,ЦФО,2,2021,
Рязанская область,23.52.10.130,ЦФО,2,2021,
Смоленская область,23.52.10.130,ЦФО,2,2021,0.0
Тамбовская область,23.52.10.130,ЦФО,2,2021,0.0
Тверская область,23.52.10.130,ЦФО,2,2021,
Тульская область,23.52.10.130,ЦФО,2,2021,
Ярославская область,23.52.10.130,ЦФО,2,2021,0.0
Астраханская область,23.52.10.130,ЮФО,2,2021,0.0
Волгоградская область,23.52.10.130,ЮФО,2,2021,
Краснодарский край,23.52.10.130,ЮФО,2,2021,
Республика Адыгея,23.52.10.130,ЮФО,2,2021,0.0
Республика Калмыкия,23.52.10.130,ЮФО,2,2021,0.0
Республика Крым,23.52.10.130,ЮФО,2,2021,0.0
Ростовская область,23.52.10.130,ЮФО,2,2021,
Севастополь,23.52.10.130,ЮФО,2,2021,0.0
Амурская область,23.52.10.110,ДВФО,3,2021,0.0
Еврейская автономная область,23.52.10.110,ДВФО,3,2021,
Камчатский край,23.52.10.110,ДВФО,3,2021,0.0
Магаданская область,23.52.10.110,ДВФО,3,2021,0.0
Приморский край,23.52.10.110,ДВФО,3,2021,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,3,2021,0.0
Сахалинская область,23.52.10.110,ДВФО,3,2021,
Хабаровский край,23.52.10.110,ДВФО,3,2021,
Кировская область,23.52.10.110,ПФО,3,2021,
Нижегородская область,23.52.10.110,ПФО,3,2021,3.246
Оренбургская область,23.52.10.110,ПФО,3,2021,21.56
Пензенская область,23.52.10.110,ПФО,3,2021,
Пермский край,23.52.10.110,ПФО,3,2021,5.8
Республика Башкортостан,23.52.10.110,ПФО,3,2021,133.34
Республика Марий Эл,23.52.10.110,ПФО,3,2021,1.6
Республика Мордовия,23.52.10.110,ПФО,3,2021,2.4
Республика Татарстан,23.52.10.110,ПФО,3,2021,1.3
Самарская область,23.52.10.110,ПФО,3,2021,3.0
Саратовская область,23.52.10.110,ПФО,3,2021,10.3
Удмуртская Республика,23.52.10.110,ПФО,3,2021,1.0
Ульяновская область,23.52.10.110,ПФО,3,2021,6.3
Чувашская Республика,23.52.10.110,ПФО,3,2021,
Архангельская область,23.52.10.110,СЗФО,3,2021,15.0
Вологодская область,23.52.10.110,СЗФО,3,2021,0.0
Калининградская область,23.52.10.110,СЗФО,3,2021,0.0
Ленинградская область,23.52.10.110,СЗФО,3,2021,
Мурманская область,23.52.10.110,СЗФО,3,2021,0.0
Новгородская область,23.52.10.110,СЗФО,3,2021,4.642
Псковская область,23.52.10.110,СЗФО,3,2021,
Республика Карелия,23.52.10.110,СЗФО,3,2021,0.0
Республика Коми,23.52.10.110,СЗФО,3,2021,8.7
Санкт-Петербург,23.52.10.110,СЗФО,3,2021,1.0
Кабардино-Балкарская Республика,23.52.10.110,СКФО,3,2021,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,3,2021,3.9
Республика Дагестан,23.52.10.110,СКФО,3,2021,1.45
Республика Ингушетия,23.52.10.110,СКФО,3,2021,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,3,2021,
Ставропольский край,23.52.10.110,СКФО,3,2021,0.0
Чеченская Республика,23.52.10.110,СКФО,3,2021,
Алтайский край,23.52.10.110,СФО,3,2021,2.6
Забайкальский край,23.52.10.110,ДВФО,3,2021,
Иркутская область,23.52.10.110,СФО,3,2021,
Кемеровская область,23.52.10.110,СФО,3,2021,47.0
Красноярский край,23.52.10.110,СФО,3,2021,16.4
Новосибирская область,23.52.10.110,СФО,3,2021,15.2
Омская область,23.52.10.110,СФО,3,2021,0.0
Республика Алтай,23.52.10.110,СФО,3,2021,
Республика Бурятия,23.52.10.110,ДВФО,3,2021,0.011
Республика Тыва,23.52.10.110,СФО,3,2021,
Республика Хакасия,23.52.10.110,СФО,3,2021,0.0
Томская область,23.52.10.110,СФО,3,2021,0.0
Курганская область,23.52.10.110,УФО,3,2021,0.0
Свердловская область,23.52.10.110,УФО,3,2021,37.2
Тюменская область,23.52.10.110,УФО,3,2021,
Челябинская область,23.52.10.110,УФО,3,2021,35.5
Белгородская область,23.52.10.110,ЦФО,3,2021,34.331
Брянская область,23.52.10.110,ЦФО,3,2021,28.4
Владимирская область,23.52.10.110,ЦФО,3,2021,3.6
Воронежская область,23.52.10.110,ЦФО,3,2021,33.8
Ивановская область,23.52.10.110,ЦФО,3,2021,1.1
Калужская область,23.52.10.110,ЦФО,3,2021,13.8
Костромская область,23.52.10.110,ЦФО,3,2021,19.1
Курская область,23.52.10.110,ЦФО,3,2021,
Липецкая область,23.52.10.110,ЦФО,3,2021,143.0
Москва,23.52.10.110,ЦФО,3,2021,0.0
Московская область,23.52.10.110,ЦФО,3,2021,
Орловская область,23.52.10.110,ЦФО,3,2021,
Рязанская область,23.52.10.110,ЦФО,3,2021,
Смоленская область,23.52.10.110,ЦФО,3,2021,0.0
Тамбовская область,23.52.10.110,ЦФО,3,2021,
Тверская область,23.52.10.110,ЦФО,3,2021,0.9
Тульская область,23.52.10.110,ЦФО,3,2021,18.3
Ярославская область,23.52.10.110,ЦФО,3,2021,0.0
Астраханская область,23.52.10.110,ЮФО,3,2021,0.0
Волгоградская область,23.52.10.110,ЮФО,3,2021,1.92
Краснодарский край,23.52.10.110,ЮФО,3,2021,5.345
Республика Адыгея,23.52.10.110,ЮФО,3,2021,
Республика Калмыкия,23.52.10.110,ЮФО,3,2021,0.0
Республика Крым,23.52.10.110,ЮФО,3,2021,32.31
Ростовская область,23.52.10.110,ЮФО,3,2021,16.839
Севастополь,23.52.10.110,ЮФО,3,2021,0.0
Амурская область,23.52.10.120,ДВФО,3,2021,
Еврейская автономная область,23.52.10.120,ДВФО,3,2021,0.0
Камчатский край,23.52.10.120,ДВФО,3,2021,0.0
Магаданская область,23.52.10.120,ДВФО,3,2021,0.0
Приморский край,23.52.10.120,ДВФО,3,2021,
Республика Саха (Якутия),23.52.10.120,ДВФО,3,2021,0.0
Сахалинская область,23.52.10.120,ДВФО,3,2021,0.0
Хабаровский край,23.52.10.120,ДВФО,3,2021,0.0
Кировская область,23.52.10.120,ПФО,3,2021,0.0
Нижегородская область,23.52.10.120,ПФО,3,2021,0.137
Оренбургская область,23.52.10.120,ПФО,3,2021,0.0
Пензенская область,23.52.10.120,ПФО,3,2021,0.0
Пермский край,23.52.10.120,ПФО,3,2021,0.033
Республика Башкортостан,23.52.10.120,ПФО,3,2021,
Республика Марий Эл,23.52.10.120,ПФО,3,2021,0.0
Республика Мордовия,23.52.10.120,ПФО,3,2021,0.0
Республика Татарстан,23.52.10.120,ПФО,3,2021,0.0
Самарская область,23.52.10.120,ПФО,3,2021,0.0
Саратовская область,23.52.10.120,ПФО,3,2021,0.6
Удмуртская Республика,23.52.10.120,ПФО,3,2021,0.0
Ульяновская область,23.52.10.120,ПФО,3,2021,0.0
Чувашская Республика,23.52.10.120,ПФО,3,2021,0.7
Архангельская область,23.52.10.120,СЗФО,3,2021,0.0
Вологодская область,23.52.10.120,СЗФО,3,2021,
Калининградская область,23.52.10.120,СЗФО,3,2021,0.0
Ленинградская область,23.52.10.120,СЗФО,3,2021,0.0
Мурманская область,23.52.10.120,СЗФО,3,2021,0.0
Новгородская область,23.52.10.120,СЗФО,3,2021,1.239
Псковская область,23.52.10.120,СЗФО,3,2021,0.0
Республика Карелия,23.52.10.120,СЗФО,3,2021,0.0
Республика Коми,23.52.10.120,СЗФО,3,2021,0.0
Санкт-Петербург,23.52.10.120,СЗФО,3,2021,
Кабардино-Балкарская Республика,23.52.10.120,СКФО,3,2021,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,3,2021,
Республика Дагестан,23.52.10.120,СКФО,3,2021,0.826
Республика Ингушетия,23.52.10.120,СКФО,3,2021,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,3,2021,0.0
Ставропольский край,23.52.10.120,СКФО,3,2021,0.0
Чеченская Республика,23.52.10.120,СКФО,3,2021,
Алтайский край,23.52.10.120,СФО,3,2021,
Забайкальский край,23.52.10.120,ДВФО,3,2021,0.0
Иркутская область,23.52.10.120,СФО,3,2021,
Кемеровская область,23.52.10.120,СФО,3,2021,
Красноярский край,23.52.10.120,СФО,3,2021,0.1
Новосибирская область,23.52.10.120,СФО,3,2021,1.9
Омская область,23.52.10.120,СФО,3,2021,0.0
Республика Алтай,23.52.10.120,СФО,3,2021,0.0
Республика Бурятия,23.52.10.120,ДВФО,3,2021,
Республика Тыва,23.52.10.120,СФО,3,2021,0.0
Республика Хакасия,23.52.10.120,СФО,3,2021,0.0
Томская область,23.52.10.120,СФО,3,2021,0.0
Курганская область,23.52.10.120,УФО,3,2021,0.005
Свердловская область,23.52.10.120,УФО,3,2021,1.58
Тюменская область,23.52.10.120,УФО,3,2021,0.0
Челябинская область,23.52.10.120,УФО,3,2021,1.8
Белгородская область,23.52.10.120,ЦФО,3,2021,3.017
Брянская область,23.52.10.120,ЦФО,3,2021,0.0
Владимирская область,23.52.10.120,ЦФО,3,2021,2.4
Воронежская область,23.52.10.120,ЦФО,3,2021,3.2
Ивановская область,23.52.10.120,ЦФО,3,2021,0.0
Калужская область,23.52.10.120,ЦФО,3,2021,5.2
Костромская область,23.52.10.120,ЦФО,3,2021,0.0
Курская область,23.52.10.120,ЦФО,3,2021,0.0
Липецкая область,23.52.10.120,ЦФО,3,2021,0.1
Москва,23.52.10.120,ЦФО,3,2021,0.0
Московская область,23.52.10.120,ЦФО,3,2021,0.0
Орловская область,23.52.10.120,ЦФО,3,2021,
Рязанская область,23.52.10.120,ЦФО,3,2021,0.0
Смоленская область,23.52.10.120,ЦФО,3,2021,0.0
Тамбовская область,23.52.10.120,ЦФО,3,2021,0.0
Тверская область,23.52.10.120,ЦФО,3,2021,
Тульская область,23.52.10.120,ЦФО,3,2021,0.0
Ярославская область,23.52.10.120,ЦФО,3,2021,0.0
Астраханская область,23.52.10.120,ЮФО,3,2021,0.0
Волгоградская область,23.52.10.120,ЮФО,3,2021,0.0
Краснодарский край,23.52.10.120,ЮФО,3,2021,0.085
Республика Адыгея,23.52.10.120,ЮФО,3,2021,0.0
Республика Калмыкия,23.52.10.120,ЮФО,3,2021,0.0
Республика Крым,23.52.10.120,ЮФО,3,2021,
Ростовская область,23.52.10.120,ЮФО,3,2021,0.004
Севастополь,23.52.10.120,ЮФО,3,2021,0.0
Амурская область,23.52.10.130,ДВФО,3,2021,0.0
Еврейская автономная область,23.52.10.130,ДВФО,3,2021,0.0
Камчатский край,23.52.10.130,ДВФО,3,2021,0.0
Магаданская область,23.52.10.130,ДВФО,3,2021,0.0
Приморский край,23.52.10.130,ДВФО,3,2021,
Республика Саха (Якутия),23.52.10.130,ДВФО,3,2021,0.0
Сахалинская область,23.52.10.130,ДВФО,3,2021,0.0
Хабаровский край,23.52.10.130,ДВФО,3,2021,3.3
Кировская область,23.52.10.130,ПФО,3,2021,0.0
Нижегородская область,23.52.10.130,ПФО,3,2021,1.8
Оренбургская область,23.52.10.130,ПФО,3,2021,
Пензенская область,23.52.10.130,ПФО,3,2021,
Пермский край,23.52.10.130,ПФО,3,2021,41.5
Республика Башкортостан,23.52.10.130,ПФО,3,2021,
Республика Марий Эл,23.52.10.130,ПФО,3,2021,
Республика Мордовия,23.52.10.130,ПФО,3,2021,
Республика Татарстан,23.52.10.130,ПФО,3,2021,2.252
Самарская область,23.52.10.130,ПФО,3,2021,
Саратовская область,23.52.10.130,ПФО,3,2021,0.0
Удмуртская Республика,23.52.10.130,ПФО,3,2021,1.608
Ульяновская область,23.52.10.130,ПФО,3,2021,4.5
Чувашская Республика,23.52.10.130,ПФО,3,2021,
Архангельская область,23.52.10.130,СЗФО,3,2021,
Вологодская область,23.52.10.130,СЗФО,3,2021,42.5
Калининградская область,23.52.10.130,СЗФО,3,2021,0.0
Ленинградская область,23.52.10.130,СЗФО,3,2021,6.0
Мурманская область,23.52.10.130,СЗФО,3,2021,0.0
Новгородская область,23.52.10.130,СЗФО,3,2021,0.0
Псковская область,23.52.10.130,СЗФО,3,2021,0.0
Республика Карелия,23.52.10.130,СЗФО,3,2021,0.0
Республика Коми,23.52.10.130,СЗФО,3,2021,
Санкт-Петербург,23.52.10.130,СЗФО,3,2021,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,3,2021,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,3,2021,
Республика Дагестан,23.52.10.130,СКФО,3,2021,0.0
Республика Ингушетия,23.52.10.130,СКФО,3,2021,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,3,2021,0.0
Ставропольский край,23.52.10.130,СКФО,3,2021,0.0
Чеченская Республика,23.52.10.130,СКФО,3,2021,0.0
Алтайский край,23.52.10.130,СФО,3,2021,
Забайкальский край,23.52.10.130,ДВФО,3,2021,0.0
Иркутская область,23.52.10.130,СФО,3,2021,0.0
Кемеровская область,23.52.10.130,СФО,3,2021,
Красноярский край,23.52.10.130,СФО,3,2021,
Новосибирская область,23.52.10.130,СФО,3,2021,0.0
Омская область,23.52.10.130,СФО,3,2021,0.0
Республика Алтай,23.52.10.130,СФО,3,2021,0.0
Республика Бурятия,23.52.10.130,ДВФО,3,2021,0.0
Республика Тыва,23.52.10.130,СФО,3,2021,0.0
Республика Хакасия,23.52.10.130,СФО,3,2021,0.0
Томская область,23.52.10.130,СФО,3,2021,0.0
Курганская область,23.52.10.130,УФО,3,2021,0.0
Свердловская область,23.52.10.130,УФО,3,2021,2.3
Тюменская область,23.52.10.130,УФО,3,2021,
Челябинская область,23.52.10.130,УФО,3,2021,120.2
Белгородская область,23.52.10.130,ЦФО,3,2021,
Брянская область,23.52.10.130,ЦФО,3,2021,
Владимирская область,23.52.10.130,ЦФО,3,2021,
Воронежская область,23.52.10.130,ЦФО,3,2021,0.0
Ивановская область,23.52.10.130,ЦФО,3,2021,
Калужская область,23.52.10.130,ЦФО,3,2021,
Костромская область,23.52.10.130,ЦФО,3,2021,0.0
Курская область,23.52.10.130,ЦФО,3,2021,
Липецкая область,23.52.10.130,ЦФО,3,2021,
Москва,23.52.10.130,ЦФО,3,2021,0.0
Московская область,23.52.10.130,ЦФО,3,2021,0.0
Орловская область,23.52.10.130,ЦФО,3,2021,
Рязанская область,23.52.10.130,ЦФО,3,2021,
Смоленская область,23.52.10.130,ЦФО,3,2021,0.0
Тамбовская область,23.52.10.130,ЦФО,3,2021,0.0
Тверская область,23.52.10.130,ЦФО,3,2021,
Тульская область,23.52.10.130,ЦФО,3,2021,
Ярославская область,23.52.10.130,ЦФО,3,2021,0.0
Астраханская область,23.52.10.130,ЮФО,3,2021,0.0
Волгоградская область,23.52.10.130,ЮФО,3,2021,
Краснодарский край,23.52.10.130,ЮФО,3,2021,
Республика Адыгея,23.52.10.130,ЮФО,3,2021,0.0
Республика Калмыкия,23.52.10.130,ЮФО,3,2021,0.0
Республика Крым,23.52.10.130,ЮФО,3,2021,0.0
Ростовская область,23.52.10.130,ЮФО,3,2021,
Севастополь,23.52.10.130,ЮФО,3,2021,0.0
Амурская область,23.52.10.110,ДВФО,4,2021,0.0
Еврейская автономная область,23.52.10.110,ДВФО,4,2021,
Камчатский край,23.52.10.110,ДВФО,4,2021,0.0
Магаданская область,23.52.10.110,ДВФО,4,2021,0.0
Приморский край,23.52.10.110,ДВФО,4,2021,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,4,2021,0.0
Сахалинская область,23.52.10.110,ДВФО,4,2021,
Хабаровский край,23.52.10.110,ДВФО,4,2021,
Кировская область,23.52.10.110,ПФО,4,2021,
Нижегородская область,23.52.10.110,ПФО,4,2021,3.683
Оренбургская область,23.52.10.110,ПФО,4,2021,19.39
Пензенская область,23.52.10.110,ПФО,4,2021,
Пермский край,23.52.10.110,ПФО,4,2021,6.4
Республика Башкортостан,23.52.10.110,ПФО,4,2021,125.269
Республика Марий Эл,23.52.10.110,ПФО,4,2021,1.6
Республика Мордовия,23.52.10.110,ПФО,4,2021,1.2
Республика Татарстан,23.52.10.110,ПФО,4,2021,1.8
Самарская область,23.52.10.110,ПФО,4,2021,2.8
Саратовская область,23.52.10.110,ПФО,4,2021,10.1
Удмуртская Республика,23.52.10.110,ПФО,4,2021,1.5
Ульяновская область,23.52.10.110,ПФО,4,2021,7.0
Чувашская Республика,23.52.10.110,ПФО,4,2021,
Архангельская область,23.52.10.110,СЗФО,4,2021,13.5
Вологодская область,23.52.10.110,СЗФО,4,2021,0.0
Калининградская область,23.52.10.110,СЗФО,4,2021,0.0
Ленинградская область,23.52.10.110,СЗФО,4,2021,
Мурманская область,23.52.10.110,СЗФО,4,2021,0.0
Новгородская область,23.52.10.110,СЗФО,4,2021,4.38
Псковская область,23.52.10.110,СЗФО,4,2021,
Республика Карелия,23.52.10.110,СЗФО,4,2021,0.0
Республика Коми,23.52.10.110,СЗФО,4,2021,7.0
Санкт-Петербург,23.52.10.110,СЗФО,4,2021,1.8
Кабардино-Балкарская Республика,23.52.10.110,СКФО,4,2021,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,4,2021,5.0
Республика Дагестан,23.52.10.110,СКФО,4,2021,1.45
Республика Ингушетия,23.52.10.110,СКФО,4,2021,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,4,2021,
Ставропольский край,23.52.10.110,СКФО,4,2021,0.0
Чеченская Республика,23.52.10.110,СКФО,4,2021,
Алтайский край,23.52.10.110,СФО,4,2021,1.1
Забайкальский край,23.52.10.110,ДВФО,4,2021,
Иркутская область,23.52.10.110,СФО,4,2021,0.1
Кемеровская область,23.52.10.110,СФО,4,2021,46.0
Красноярский край,23.52.10.110,СФО,4,2021,15.2
Новосибирская область,23.52.10.110,СФО,4,2021,20.4
Омская область,23.52.10.110,СФО,4,2021,0.0
Республика Алтай,23.52.10.110,СФО,4,2021,
Республика Бурятия,23.52.10.110,ДВФО,4,2021,0.011
Республика Тыва,23.52.10.110,СФО,4,2021,
Республика Хакасия,23.52.10.110,СФО,4,2021,0.0
Томская область,23.52.10.110,СФО,4,2021,0.0
Курганская область,23.52.10.110,УФО,4,2021,0.0
Свердловская область,23.52.10.110,УФО,4,2021,37.5
Тюменская область,23.52.10.110,УФО,4,2021,
Челябинская область,23.52.10.110,УФО,4,2021,33.1
Белгородская область,23.52.10.110,ЦФО,4,2021,32.782
Брянская область,23.52.10.110,ЦФО,4,2021,22.7
Владимирская область,23.52.10.110,ЦФО,4,2021,4.6
Воронежская область,23.52.10.110,ЦФО,4,2021,30.8
Ивановская область,23.52.10.110,ЦФО,4,2021,1.1
Калужская область,23.52.10.110,ЦФО,4,2021,16.2
Костромская область,23.52.10.110,ЦФО,4,2021,18.7
Курская область,23.52.10.110,ЦФО,4,2021,
Липецкая область,23.52.10.110,ЦФО,4,2021,130.9
Москва,23.52.10.110,ЦФО,4,2021,0.0
Московская область,23.52.10.110,ЦФО,4,2021,
Орловская область,23.52.10.110,ЦФО,4,2021,
Рязанская область,23.52.10.110,ЦФО,4,2021,
Смоленская область,23.52.10.110,ЦФО,4,2021,0.0
Тамбовская область,23.52.10.110,ЦФО,4,2021,
Тверская область,23.52.10.110,ЦФО,4,2021,0.7
Тульская область,23.52.10.110,ЦФО,4,2021,17.6
Ярославская область,23.52.10.110,ЦФО,4,2021,0.0
Астраханская область,23.52.10.110,ЮФО,4,2021,0.0
Волгоградская область,23.52.10.110,ЮФО,4,2021,2.62
Краснодарский край,23.52.10.110,ЮФО,4,2021,4.931
Республика Адыгея,23.52.10.110,ЮФО,4,2021,
Республика Калмыкия,23.52.10.110,ЮФО,4,2021,0.0
Республика Крым,23.52.10.110,ЮФО,4,2021,31.3
Ростовская область,23.52.10.110,ЮФО,4,2021,20.523
Севастополь,23.52.10.110,ЮФО,4,2021,0.0
Амурская область,23.52.10.120,ДВФО,4,2021,
Еврейская автономная область,23.52.10.120,ДВФО,4,2021,0.0
Камчатский край,23.52.10.120,ДВФО,4,2021,0.0
Магаданская область,23.52.10.120,ДВФО,4,2021,0.0
Приморский край,23.52.10.120,ДВФО,4,2021,
Республика Саха (Якутия),23.52.10.120,ДВФО,4,2021,0.0
Сахалинская область,23.52.10.120,ДВФО,4,2021,0.0
Хабаровский край,23.52.10.120,ДВФО,4,2021,0.0
Кировская область,23.52.10.120,ПФО,4,2021,0.0
Нижегородская область,23.52.10.120,ПФО,4,2021,0.241
Оренбургская область,23.52.10.120,ПФО,4,2021,0.0
Пензенская область,23.52.10.120,ПФО,4,2021,0.0
Пермский край,23.52.10.120,ПФО,4,2021,0.017
Республика Башкортостан,23.52.10.120,ПФО,4,2021,
Республика Марий Эл,23.52.10.120,ПФО,4,2021,0.0
Республика Мордовия,23.52.10.120,ПФО,4,2021,0.0
Республика Татарстан,23.52.10.120,ПФО,4,2021,0.0
Самарская область,23.52.10.120,ПФО,4,2021,0.0
Саратовская область,23.52.10.120,ПФО,4,2021,0.2
Удмуртская Республика,23.52.10.120,ПФО,4,2021,0.0
Ульяновская область,23.52.10.120,ПФО,4,2021,0.0
